Date,Open,High,Low,Close,Volume,Adj Close
20161004,113.059998,114.309998,112.629997,113.00,29736800,112.422796
20161003,112.709999,113.050003,112.279999,112.519997,21701800,111.945245
20160930,112.459999,113.370003,111.800003,113.050003,36379100,112.472544
20160929,113.160004,113.800003,111.800003,112.18,35887000,111.606985
20160928,113.690002,114.639999,113.43,113.949997,29641100,113.36794
20160927,113.00,113.18,112.339996,113.089996,24607400,112.512333
20160926,111.639999,113.389999,111.550003,112.879997,29869400,112.303406
20160923,114.419998,114.790001,111.550003,112.709999,52481200,112.134277
20160922,114.349998,114.940002,114.00,114.620003,31074000,114.034524
20160921,113.849998,113.989998,112.440002,113.550003,36003200,112.96999
20160920,113.050003,114.120003,112.510002,113.57,34514300,112.989884
20160919,115.190002,116.18,113.25,113.580002,47023000,112.999835
20160916,115.120003,116.129997,114.040001,114.919998,79886900,114.332987
20160915,113.860001,115.730003,113.489998,115.57,89983600,114.979668
20160914,108.730003,113.029999,108.599998,111.769997,110888700,111.199076
20160913,107.510002,108.790001,107.239998,107.949997,62176200,107.398588
20160912,102.650002,105.720001,102.529999,105.440002,45292800,104.901415
20160909,104.639999,105.720001,103.129997,103.129997,46557000,102.603209
20160908,107.25,107.269997,105.239998,105.519997,53002000,104.981001
20160907,107.830002,108.760002,107.07,108.360001,42364300,107.806498
20160906,107.900002,108.300003,107.510002,107.699997,26880400,107.149865
20160902,107.699997,108.00,106.82,107.730003,26802500,107.179719
20160901,106.139999,106.800003,105.620003,106.730003,26701500,106.184827
20160831,105.660004,106.57,105.639999,106.099998,29662400,105.55804
20160830,105.800003,106.50,105.50,106.00,24863900,105.458552
20160829,106.620003,107.440002,106.290001,106.82,24970300,106.274363
20160826,107.410004,107.949997,106.309998,106.940002,27766300,106.393753
20160825,107.389999,107.879997,106.68,107.57,25086200,107.020532
20160824,108.57,108.75,107.68,108.029999,23675100,107.478182
20160823,108.589996,109.32,108.529999,108.849998,21257700,108.293993
20160822,108.860001,109.099998,107.849998,108.510002,25820200,107.955733
20160819,108.769997,109.690002,108.360001,109.360001,25368100,108.80139
20160818,109.230003,109.599998,109.019997,109.080002,21984700,108.522821
20160817,109.099998,109.370003,108.339996,109.220001,25356000,108.662106
20160816,109.629997,110.230003,109.209999,109.379997,33794400,108.821284
20160815,108.139999,109.540001,108.080002,109.480003,25868200,108.92078
20160812,107.779999,108.440002,107.779999,108.18,18660400,107.627417
20160811,108.519997,108.93,107.849998,107.93,27484500,107.378694
20160810,108.709999,108.900002,107.760002,108.00,24008500,107.448336
20160809,108.230003,108.940002,108.010002,108.809998,26315200,108.254196
20160808,107.519997,108.370003,107.160004,108.370003,28037200,107.816449
20160805,106.269997,107.650002,106.18,107.480003,40553400,106.930996
20160804,105.580002,106.00,105.279999,105.870003,27408700,105.329219
20160803,104.809998,105.839996,104.769997,105.790001,30202600,104.68254
20160802,106.050003,106.07,104.00,104.480003,33816600,103.386256
20160801,104.410004,106.150002,104.410004,106.050003,38167900,104.93982
20160729,104.190002,104.550003,103.68,104.209999,27733700,103.119078
20160728,102.830002,104.449997,102.82,104.339996,39869800,103.247715
20160727,104.269997,104.349998,102.75,102.949997,92344800,101.872267
20160726,96.82,97.970001,96.419998,96.669998,56239800,95.65801
20160725,98.25,98.839996,96.919998,97.339996,40382900,96.320994
20160722,99.260002,99.300003,98.309998,98.660004,28313700,97.627183
20160721,99.830002,101.00,99.129997,99.43,32702000,98.389119
20160720,100.00,100.459999,99.739998,99.959999,26276000,98.91357
20160719,99.559998,100.00,99.339996,99.870003,23779900,98.824515
20160718,98.699997,100.129997,98.599998,99.830002,36493900,98.784933
20160715,98.919998,99.300003,98.50,98.779999,30137000,97.745922
20160714,97.389999,98.989998,97.32,98.790001,38919000,97.755819
20160713,97.410004,97.669998,96.839996,96.870003,25892200,95.855921
20160712,97.169998,97.699997,97.120003,97.419998,24167500,96.400159
20160711,96.75,97.650002,96.730003,96.980003,23794900,95.96477
20160708,96.489998,96.889999,96.050003,96.68,28912100,95.667907
20160707,95.699997,96.50,95.620003,95.940002,25139600,94.935656
20160706,94.599998,95.660004,94.370003,95.529999,30949100,94.529945
20160705,95.389999,95.400002,94.459999,94.989998,27705200,93.995597
20160701,95.489998,96.470001,95.330002,95.889999,26026500,94.886177
20160630,94.440002,95.769997,94.300003,95.599998,35836400,94.599212
20160629,93.970001,94.550003,93.629997,94.400002,36531000,93.411777
20160628,92.900002,93.660004,92.139999,93.589996,40444900,92.610251
20160627,93.00,93.050003,91.50,92.040001,45489600,91.076482
20160624,92.910004,94.660004,92.650002,93.400002,75311400,92.422245
20160623,95.940002,96.290001,95.25,96.099998,32240200,95.093977
20160622,96.25,96.889999,95.349998,95.550003,29219100,94.549739
20160621,94.940002,96.349998,94.68,95.910004,35546400,94.905971
20160620,96.00,96.57,95.029999,95.099998,34411900,94.104446
20160617,96.620003,96.650002,95.300003,95.330002,61008200,94.332041
20160616,96.449997,97.75,96.07,97.550003,31326800,96.528803
20160615,97.82,98.410004,97.029999,97.139999,29445200,96.123091
20160614,97.32,98.480003,96.75,97.459999,31931900,96.439741
20160613,98.690002,99.120003,97.099998,97.339996,38020500,96.320994
20160610,98.529999,99.349998,98.480003,98.830002,31712900,97.795402
20160609,98.50,99.989998,98.459999,99.650002,26601400,98.606817
20160608,99.019997,99.559998,98.68,98.940002,20848100,97.904251
20160607,99.25,99.870003,98.959999,99.029999,22409500,97.993305
20160606,97.989998,101.889999,97.550003,98.629997,23292500,97.597491
20160603,97.790001,98.269997,97.449997,97.919998,28062900,96.894924
20160602,97.599998,97.839996,96.629997,97.720001,40191600,96.697021
20160601,99.019997,99.540001,98.330002,98.459999,29173300,97.429272
20160531,99.599998,100.400002,98.82,99.860001,42307200,98.814618
20160527,99.440002,100.470001,99.25,100.349998,36229500,99.299486
20160526,99.68,100.730003,98.639999,100.410004,56331200,99.358863
20160525,98.669998,99.739998,98.110001,99.620003,38168800,98.577132
20160524,97.220001,98.089996,96.839996,97.900002,35140200,96.875137
20160523,95.870003,97.190002,95.669998,96.43,38018600,95.420524
20160520,94.639999,95.43,94.519997,95.220001,32026000,94.223192
20160519,94.639999,94.639999,93.57,94.199997,30442100,93.213866
20160518,94.160004,95.209999,93.889999,94.559998,42062400,93.570098
20160517,94.550003,94.699997,93.010002,93.489998,46916900,92.511299
20160516,92.389999,94.389999,91.650002,93.879997,61259800,92.897216
20160513,90.00,91.669998,90.00,90.519997,44392800,89.57239
20160512,92.720001,92.779999,89.470001,90.339996,76314700,89.394274
20160511,93.480003,93.57,92.459999,92.510002,28719100,91.541563
20160510,93.330002,93.57,92.110001,93.419998,33686800,92.442033
20160509,93.00,93.769997,92.589996,92.790001,32936400,91.81863
20160506,93.370003,93.449997,91.849998,92.720001,43458200,91.749363
20160505,94.00,94.07,92.68,93.239998,35890500,92.263917
20160504,95.199997,95.900002,93.82,94.190002,41025500,92.639944
20160503,94.199997,95.739998,93.68,95.18,56831300,93.613649
20160502,93.970001,94.080002,92.400002,93.639999,48160100,92.098992
20160429,93.989998,94.720001,92.510002,93.739998,68531500,92.197345
20160428,97.610001,97.879997,94.25,94.830002,82242700,93.269411
20160427,96.00,98.709999,95.68,97.82,114602100,96.210203
20160426,103.910004,105.300003,103.910004,104.349998,56016200,102.632739
20160425,105.00,105.650002,104.510002,105.080002,28031600,103.350729
20160422,105.010002,106.480003,104.620003,105.68,33683100,103.940854
20160421,106.93,106.93,105.519997,105.970001,31552500,104.226082
20160420,106.639999,108.089996,106.059998,107.129997,30611000,105.366989
20160419,107.879997,108.00,106.230003,106.910004,32384900,105.150615
20160418,108.889999,108.949997,106.940002,107.480003,60834000,105.711235
20160415,112.110001,112.300003,109.730003,109.849998,46939000,108.042227
20160414,111.620003,112.389999,111.330002,112.099998,25473900,110.2552
20160413,110.800003,112.339996,110.800003,112.040001,33257300,110.19619
20160412,109.339996,110.50,108.660004,110.440002,27232300,108.622522
20160411,108.970001,110.610001,108.830002,109.019997,29407500,107.225885
20160408,108.910004,109.769997,108.169998,108.660004,23581700,106.871816
20160407,109.949997,110.419998,108.120003,108.540001,31801900,106.753788
20160406,110.230003,110.980003,109.199997,110.959999,26404100,109.133961
20160405,109.510002,110.730003,109.419998,109.809998,26578700,108.002885
20160404,110.419998,112.190002,110.269997,111.120003,37356200,109.291332
20160401,108.779999,110.00,108.199997,109.989998,25874000,108.179923
20160331,109.720001,109.900002,108.879997,108.989998,25888400,107.19638
20160330,108.650002,110.419998,108.599998,109.559998,45601100,107.756999
20160329,104.889999,107.790001,104.879997,107.68,31190100,105.90794
20160328,106.00,106.190002,105.059998,105.190002,19411400,103.45892
20160324,105.470001,106.25,104.889999,105.669998,26133000,103.931016
20160323,106.480003,107.07,105.900002,106.129997,25703500,104.383445
20160322,105.25,107.290001,105.209999,106.720001,32444400,104.96374
20160321,105.93,107.650002,105.139999,105.910004,35502700,104.167072
20160318,106.339996,106.50,105.190002,105.919998,44205200,104.176902
20160317,105.519997,106.470001,104.959999,105.800003,34420700,104.058882
20160316,104.610001,106.309998,104.589996,105.970001,38303500,104.226082
20160315,103.959999,105.18,103.849998,104.580002,40067700,102.858958
20160314,101.910004,102.910004,101.779999,102.519997,25076100,100.832853
20160311,102.239998,102.279999,101.50,102.260002,27408200,100.577138
20160310,101.410004,102.239998,100.150002,101.169998,33513600,99.505072
20160309,101.309998,101.580002,100.269997,101.120003,27201700,99.455899
20160308,100.779999,101.760002,100.400002,101.029999,31561900,99.367376
20160307,102.389999,102.830002,100.959999,101.870003,35828900,100.193556
20160304,102.370003,103.75,101.370003,103.010002,46055100,101.314795
20160303,100.580002,101.709999,100.449997,101.50,36955700,99.829643
20160302,100.510002,100.889999,99.639999,100.75,33169600,99.091985
20160301,97.650002,100.769997,97.419998,100.529999,50407100,98.875604
20160229,96.860001,98.230003,96.650002,96.690002,35216300,95.098802
20160226,97.199997,98.019997,96.580002,96.910004,28991100,95.315183
20160225,96.050003,96.760002,95.25,96.760002,27582700,95.16765
20160224,93.980003,96.379997,93.32,96.099998,36255700,94.518507
20160223,96.400002,96.50,94.550003,94.690002,31942600,93.131715
20160222,96.309998,96.900002,95.919998,96.879997,34280800,95.28567
20160219,96.00,96.760002,95.800003,96.040001,35374200,94.459497
20160218,98.839996,98.889999,96.089996,96.260002,39021000,94.675878
20160217,96.669998,98.209999,96.150002,98.120003,44863200,96.505269
20160216,95.019997,96.849998,94.610001,96.639999,49057900,95.049622
20160212,94.190002,94.50,93.010002,93.989998,40351400,92.44323
20160211,93.790001,94.720001,92.589996,93.699997,50074700,92.158002
20160210,95.919998,96.349998,94.099998,94.269997,42343600,92.718621
20160209,94.290001,95.940002,93.93,94.989998,44331200,93.426774
20160208,93.129997,95.699997,93.040001,95.010002,54021400,93.446449
20160205,96.519997,96.919998,93.690002,94.019997,46418100,92.472736
20160204,95.860001,97.330002,95.190002,96.599998,46471700,95.010279
20160203,95.00,96.839996,94.080002,96.349998,45964300,94.252947
20160202,95.419998,96.040001,94.279999,94.480003,37357200,92.423652
20160201,96.470001,96.709999,95.400002,96.43,40943500,94.331208
20160129,94.790001,97.339996,94.349998,97.339996,64416500,95.221398
20160128,93.790001,94.519997,92.389999,94.089996,55678800,92.042134
20160127,96.040001,96.629997,93.339996,93.419998,133369700,91.386718
20160126,99.93,100.879997,98.07,99.989998,75077000,97.813722
20160125,101.519997,101.529999,99.209999,99.440002,51794500,97.275697
20160122,98.629997,101.459999,98.370003,101.419998,65800500,99.212599
20160121,97.059998,97.879997,94.940002,96.300003,52161500,94.20404
20160120,95.099998,98.190002,93.419998,96.790001,72334400,94.683373
20160119,98.410004,98.650002,95.50,96.660004,53087700,94.556205
20160115,96.199997,97.709999,95.360001,97.129997,79010000,95.015969
20160114,97.959999,100.480003,95.739998,99.519997,63170100,97.35395
20160113,100.32,101.190002,97.300003,97.389999,62439600,95.270312
20160112,100.550003,100.690002,98.839996,99.959999,49154200,97.784376
20160111,98.970001,99.059998,97.339996,98.529999,49739400,96.3855
20160108,98.550003,99.110001,96.760002,96.959999,70798000,94.849671
20160107,98.68,100.129997,96.43,96.449997,81094400,94.350769
20160106,100.559998,102.370003,99.870003,100.699997,68457400,98.508268
20160105,105.75,105.849998,102.410004,102.709999,55791000,100.474523
20160104,102.610001,105.370003,102.00,105.349998,67649400,103.057063
20151231,107.010002,107.029999,104.82,105.260002,40635300,102.969025
20151230,108.580002,108.699997,107.18,107.32,25213800,104.984187
20151229,106.959999,109.43,106.860001,108.739998,30931200,106.373279
20151228,107.589996,107.690002,106.18,106.82,26704200,104.495069
20151224,109.00,109.00,107.949997,108.029999,13570400,105.678733
20151223,107.269997,108.849998,107.199997,108.610001,32657400,106.246111
20151222,107.400002,107.720001,106.449997,107.230003,32789400,104.896149
20151221,107.279999,107.370003,105.57,107.330002,47590600,104.993971
20151218,108.910004,109.519997,105.809998,106.029999,96453300,103.722263
20151217,112.019997,112.25,108.980003,108.980003,44772800,106.608061
20151216,111.07,111.989998,108.800003,111.339996,56238500,108.916689
20151215,111.940002,112.800003,110.349998,110.489998,53323100,108.08519
20151214,112.18,112.68,109.790001,112.480003,64318700,110.031884
20151211,115.190002,115.389999,112.849998,113.18,46886200,110.716645
20151210,116.040001,116.940002,115.510002,116.169998,29104200,113.641566
20151209,117.639999,117.690002,115.080002,115.620003,46361400,113.103541
20151208,117.519997,118.599998,116.860001,118.230003,34309500,115.656735
20151207,118.980003,119.860001,117.809998,118.279999,32084200,115.705642
